	idx	parents_id	title	type	definition	corpus	grade
2384	2384	[]	截一个几何体	3		['截一个立体图形']	['其他']
2385	2385	[]	常用数学思想	3		[]	['其他']
2387	2387	[]	线段的性质：两点之间线段最短	3		[]	['其他']
2388	2388	[4, 2085]	两角和与差的正弦公式	3		[]	['初中三年级']
2390	2390	[213]	导数的四则运算法则	3		[]	['高中二年级']
2392	2392	[]	直线的性质：两点确定一条直线	3		[]	['其他']
2393	2393	[]	点、线、面、体	3		[]	['其他']
2394	2394	[]	直线与圆的位置关系	3		[]	['初中三年级']
2395	2395	[]	平面向量的基本定理及其意义	3		[]	['高中二年级']
2397	2397	[]	一次函数的性质与图像	3		['一次函数的性质与图象']	['初中二年级']
2398	2398	[138]	周长计算	3		[]	['初中一年级']
2399	2399	[]	计算器-标准差与方差	3		[]	['其他']
2400	2400	[]	一元一次不等式组的整数解	3		[]	['其他']
2401	2401	[]	空间中的点的坐标	3		[]	['高中一年级']
2403	2403	[]	差分与数列的增减关系	3		[]	['高中二年级']
2404	2404	[]	条件开放型问题	3		[]	['其他']
2405	2405	[]	二阶矩阵	3		[]	['高中二年级']
2406	2406	[]	幂的乘方与积的乘方	3		[]	['其他']
2407	2407	[147]	半角的正弦、余弦、正切	3		[]	['初中三年级', '高中二年级']
2408	2408	[]	整式的定义	3		[]	['其他']
2409	2409	[]	单项式乘单项式	3		[]	['其他']
2410	2410	[]	一次函数综合题	3		[]	['其他']
2411	2411	[]	解分式方程	3		[]	['其他']
2412	2412	[]	圆锥曲线的几何性质	3		[]	['高中三年级']
2413	2413	[]	根的判别式	3		[]	['其他']
2414	2414	[6, 48]	圆的一般方程	3		[]	['高中一年级']
2415	2415	[]	欧拉公式的应用	3		[]	['初中一年级']
2416	2416	[]	中国古代数学瑰宝	3		[]	['高中二年级']
2417	2417	[]	垂直于同一条直线的两条直线平行	2		[]	['初中一年级']
2418	2418	[]	规律型：数字的变化类	3		[]	['其他']
2419	2419	[]	元素与集合、集合之间的关系	3		['元素与集合，集合与集合之间的关系']	['其他']
2421	2421	[]	输入、输出语句	3		[]	['初中三年级']
2422	2422	[]	圆的综合题	3		[]	['其他']
2424	2424	[]	对数的运算性质	3		[]	['高中一年级']
2425	2425	[]	二次根式有意义的条件	3		[]	['其他']
2426	2426	[128]	函数的周期性	3		[]	['高中一年级']
2427	2427	[]	数量积的坐标表示	3		[]	['其他']
2428	2428	[]	整数的乘（除）加、减的两步混合运算	3		[]	['初中一年级']
2429	2429	[]	线性规划的有关概念	3		[]	['高中二年级']
2430	2430	[]	一次函数与一元一次方程	3		[]	['其他']
2432	2432	[]	角的概念	3		[]	['其他']
2433	2433	[]	二元一次方程的解	3		[]	['其他']
2435	2435	[]	命题、真命题、假命题	3		[]	['其他']
2436	2436	[]	圆的切线方程	3		[]	['初中三年级']
2437	2437	[]	规律型：点的坐标	3		[]	['其他']
2438	2438	[]	多边形的对角线	3		[]	['其他']
2439	2439	[]	线段垂直平分线的性质	3		[]	['其他']
2440	2440	[128]	函数的概念与函数的表示方法	3		[]	['初中一年级']
2441	2441	[]	系数矩阵的逆矩阵解方程组	3		[]	['高中二年级']
2442	2442	[]	二阶行列式与逆矩阵	3		[]	['知识点有误']
2443	2443	[311, 1243]	简单线性规划的应用	3		[]	['高中二年级']
2444	2444	[2]	球幂定理	3		[]	['其他']
2445	2445	[]	等边三角形的判定	3		[]	['其他']
2446	2446	[]	众数、中位数、平均数	3		[]	['初中一年级']
2447	2447	[]	黄金分割法-0.618法	3		['黄金分割法—0.618法']	['高中三年级']
2448	2448	[]	复数的代数表示法及其几何意义	3		[]	['高中二年级']
2449	2449	[496]	向量语言表述线线的垂直、平行关系	3		[]	['高中二年级']
2450	2450	[]	图的生成树	3		[]	['初中一年级']
2451	2451	[]	图表中获取信息	3		[]	['其他']
2452	2452	[6]	两圆的公切线条数及方程的确定	3		[]	['初中二年级']
2454	2454	[]	用字母表示数	3		[]	['其他']
2455	2455	[]	认识平面图形	3		[]	['其他']
2456	2456	[]	空间几何体的直观图	3		[]	['高中一年级']
2458	2458	[]	直角三角形全等的判定	3		[]	['其他']
2459	2459	[]	四边形综合题	3		[]	['其他']
2462	2462	[]	作图-基本作图	3		['作图—基本作图']	['其他']
2464	2464	[]	搭配中的学问	3		[]	['其他']
2465	2465	[]	直角三角形的性质	3		[]	['其他']
2467	2467	[]	特征值与特征向量的计算	3		[]	['高中三年级']
2468	2468	[]	共线向量与共面向量	3		[]	['高中一年级']
2470	2470	[]	空间中直线与直线之间的位置关系	3		[]	['高中一年级']
2471	2471	[]	由实际问题抽象出一元一次方程	3		[]	['其他']
2472	2472	[]	类比推理	3	以关于两个事物某些属性相同的判断为前提，推出两个事物的其他属性相同的结论的推理。如声和光有不少属性相同--直线传播，有反射、折射和干扰等现象；由此推出：既然声有波动性质，光也有波动性质。这就是类比推理。类比推理具有或然性。如果前提中确认的共同属性很少，而且共同属性和推出来的属性没有什么关系，这样的类比推理就极不可靠，称为机械类比。	[]	['高中二年级']
2474	2474	[]	对数型复合函数的性质及应用	3		[]	['其他']
2475	2475	[]	排序问题与算法的多样性	3		[]	['高中一年级']
2476	2476	[]	一元二次方程的定义及一般形式	3		[]	['其他']
2477	2477	[]	实数的运算	3		[]	['初中一年级']
2478	2478	[]	解二元一次方程组-代入消元法	2		['用代入消元法解二元一次方程组']	['其他']
2479	2479	[]	集合的基本运算	3		[]	['初中一年级', '高中一年级']
2480	2480	[]	复合函数的单调性	3		[]	['高中一年级']
2482	2482	[]	无理方程及其解法	3		[]	['初中二年级']
2483	2483	[]	变换、矩阵的相等	3		[]	['高中二年级']
2484	2484	[]	非欧拉多面形面数、棱数、定点数的关系	3		[]	['其他']
2485	2485	[495]	定义新运算	3		[]	['其他']
2486	2486	[]	数列的应用	3		[]	['其他']
2488	2488	[]	变换的基本特征	3		[]	['其他']
2489	2489	[]	立方和公式、立方差公式	3		[]	['初中三年级']
2490	2490	[]	反比例函数图象上点的坐标特征	3		[]	['其他']
2492	2492	[]	分式方程的应用	3		[]	['其他']
2493	2493	[]	相切两圆的性质	3		[]	['其他']
2494	2494	[]	逆变换的概念及其性质	3		[]	['其他']
2495	2495	[]	一元二次方程的定义	3		[]	['其他']
2496	2496	[]	作图-应用与设计作图	3		['作图—应用与设计作图']	['其他']
2497	2497	[]	同角三角函数间的基本关系	3		[]	['初中三年级']
2499	2499	[]	条件概率与独立事件	3		[]	['高中二年级']
2500	2500	[]	分式的除法	3		[]	['初中二年级']
2501	2501	[298, 1887]	圆内接四边形的对角互补	3		[]	['其他']
2502	2502	[]	微积分的产生--划时代的成就	3		[]	['其他']
2503	2503	[]	二元一次不等式（组）与平面区域	3		[]	['高中二年级']
2504	2504	[]	一元一次不等式组的定义	3		[]	['其他']
2505	2505	[]	几何体的表面积	3		[]	['其他']
2506	2506	[]	非负数的性质：绝对值	3		[]	['其他']
2507	2507	[]	最佳对策问题	3		[]	['其他']
2508	2508	[1504]	相互独立事件及其概率	3		[]	['高中一年级']
2509	2509	[]	双因素盲人爬山法	3		[]	['高中三年级']
2510	2510	[]	圆的切线垂直于过切点的半径	3		[]	['其他']
2511	2511	[]	列表法与树状图法	3		[]	['其他']
2512	2512	[]	复数代数形式的乘除运算	3		[]	['初中三年级', '高中二年级']
2513	2513	[]	关于点、直线对称的圆的方程	3		[]	['初中三年级']
2515	2515	[]	几何体的展开图	3		[]	['其他']
2516	2516	[]	独立性检验的基本思想及其应用	3		[]	['高中一年级']
2517	2517	[]	公理、定理、推理	3		[]	['知识点有误']
2519	2519	[]	y=Asin（ωx+φ）参数的物理意义	3		[]	['高中一年级']
2520	2520	[]	分式的值	3		[]	['其他']
2523	2523	[]	三角形的内切圆与内心	3		['三角形内切圆与内心']	['初中三年级']
2524	2524	[]	方程的解	3		[]	['其他']
2525	2525	[]	解一元二次方程-配方法	2		['用配方法解一元二次方程', '解一元二次方程——配方法']	['其他']
2526	2526	[]	正方形的判定	3		[]	['其他']
2527	2527	[]	两角和或差的余弦公式	3		[]	['其他']
2528	2528	[]	空间向量运算的坐标表示	3		[]	['初中二年级']
2529	2529	[]	二次函数的应用	3		[]	['其他']
2530	2530	[]	分式方程的增根	3		[]	['其他']
2531	2531	[]	灵活选择解法解二元一次方程（组）	3		[]	['其他']
2533	2533	[]	坐标与图形变化-平移	3		[]	['其他']
2534	2534	[]	整式的加减-化简求值	3		[]	['其他']
2535	2535	[]	参数方程化成普通方程	3		[]	['高中二年级']
2536	2536	[735]	基本不等式	3		[]	['初中一年级', '高中一年级']
2537	2537	[]	不等式的性质	3		[]	['其他']
2538	2538	[]	函数零点的应用	3		[]	['其他']
2539	2539	[1377]	三角函数线	3		[]	['初中三年级']
2540	2540	[]	裁剪与拼接	3		[]	['其他']
2541	2541	[]	球面三角形的全等定理sss，sas，asa	3		[]	['其他']
2542	2542	[]	作图-相似变换	3		['作图——相似变换']	['其他']
2543	2543	[]	分式的值为零的条件	3		['分式的值为0的条件']	['其他']
2544	2544	[]	正多边形和圆	3		[]	['其他']
2545	2545	[3059]	定性描述可能性的大小	3		[]	['其他']
2546	2546	[]	矩形的判定与性质	3		[]	['其他']
2547	2547	[]	同余方程的概念	3		[]	['其他']
2548	2548	[]	整数乘除法的混合运算	3		[]	['初中一年级']
2549	2549	[]	向量语言表述线面的垂直、平行关系	3		[]	['高中三年级']
2550	2550	[]	解二元一次方程	2		[]	['其他']
2551	2551	[]	mod的完全同余系和简化剩余系	3		[]	['其他']
2552	2552	[]	两直线平行，内错角相等	3		[]	['其他']
2553	2553	[]	空间向量的加减法	3		[]	['高中二年级']
2554	2554	[]	相似三角形的应用	3		[]	['其他']
2556	2556	[]	非负数的性质	3		[]	['初中一年级']
2557	2557	[]	不等式的基本性质	3		[]	['初中二年级']
2558	2558	[]	等差数列的通项公式	3		[]	['高中一年级']
2559	2559	[]	二元一次方程的应用	3		[]	['其他']
2560	2560	[]	平行四边形的对角线相互平分	3		[]	['其他']
2561	2561	[]	射影定理	2	关于三角形的任意一边等于其他两边在这边上射影的和的定理。即a=bcosc+ccosb,b=acosc+ccosa,c=acosb+bcosa。	['直角三角形的射影定理']	['初中二年级', '高中二年级']
2562	2562	[]	空间向量的数量积运算	3		[]	['高中二年级']
2563	2563	[]	正方体相对两个面上的文字	3		[]	['其他']
2564	2564	[]	矩形的性质	3		[]	['其他']
2565	2565	[]	确定事件	3		[]	['其他']
2566	2566	[]	坐标与图形性质	3		[]	['其他']
2568	2568	[359]	离散型随机变量的期望与方差	3		[]	['高中二年级']
2569	2569	[]	一次函数与二元一次方程（组）	3		[]	['其他']
2570	2570	[]	二元一次方程的定义	3		[]	['其他']
2571	2571	[]	用向量证明垂直	3		[]	['高中一年级']
2573	2573	[]	一次函数图象上点的坐标特征	3		[]	['其他']
2574	2574	[989]	圆周角定理	2		[]	['初中三年级']
2576	2576	[408, 349]	逆变换与逆矩阵	3		[]	['高中二年级']
2577	2577	[]	异面直线及其所成的角	3		[]	['高中二年级']
2578	2578	[]	棱柱、棱锥和棱台的概念及简单性质	3		[]	['初中二年级']
2579	2579	[]	二阶矩阵与平面向量的乘法	3		[]	['高中三年级']
2580	2580	[]	伸缩变换	3		[]	['高中二年级']
2581	2581	[168, 269, 735]	二元一次不等式组	3		[]	['其他']
2582	2582	[]	有理数的混合运算	3		[]	['其他']
2583	2583	[]	一次函数与坐标轴的交点	3		[]	['其他']
2584	2584	[]	矩阵与向量乘法的意义	3		[]	['其他']
2585	2585	[]	点的坐标	3		[]	['其他']
2586	2586	[]	等式的性质	3		[]	['其他']
2587	2587	[]	分式的化简求值	3		[]	['其他']
2588	2588	[]	三角形的角平分线、中线和高线	3		['三角形的高、中线、角平分线']	['其他']
2590	2590	[]	异分母分数加减法	3		[]	['其他']
2591	2591	[]	函数方程思想	3		[]	['其他']
2592	2592	[596]	多项式除以单项式	3		[]	['初中二年级']
2593	2593	[]	由三视图判断几何体	3		[]	['初中二年级']
2594	2594	[]	等腰直角三角形的判定	3		[]	['其他']
2595	2595	[]	黄金分割常数	3		[]	['初中二年级']
2596	2596	[]	柱坐标刻画点的位置	3		[]	['其他']
2597	2597	[]	统计量的选择	3		[]	['其他']
2598	2598	[]	拉格朗日插值法和孙子定理	3		[]	['高中三年级']
2599	2599	[]	二次函数与一次函数的交点问题	3		[]	['其他']
2600	2600	[]	矩形的判定	3		[]	['其他']
2601	2601	[]	折叠与对称	3		[]	['其他']
2602	2602	[]	复数相等的充要条件	3		[]	['高中三年级']
2603	2603	[]	作图-轴对称变换	3		['作图——轴对称变换']	['其他']
2605	2605	[]	一次函数的性质	3		[]	['其他']
2606	2606	[]	等差数列与等比数列的综合	3		[]	['高中一年级']
2608	2608	[]	点到直线的距离公式	3		[]	['其他']
2609	2609	[]	旋转的性质	3		[]	['其他']
2610	2610	[]	夹在两条平行线间的平行线段相等	3		[]	['其他']
2611	2611	[]	整式的混合运算	3		[]	['初中一年级']
2612	2612	[]	容斥原理	3		[]	['其他']
2613	2613	[]	分层抽样方法	3		['分层抽样']	['初中三年级']
2614	2614	[372]	用空间向量求直线与平面的夹角	3		[]	['初中二年级', '高中二年级']
2615	2615	[]	实际问题的方案设计	3		[]	['其他']
2616	2616	[160]	茎叶图	3		[]	['初中三年级', '高中三年级']
2617	2617	[]	图论的其它问题	3		[]	['其他']
2618	2618	[]	计算器-有理数	3		['计算器—有理数']	['其他']
2619	2619	[]	有序数对	3		[]	['其他']
2620	2620	[]	任意角的概念	3		[]	['初中一年级']
2621	2621	[]	直线的倾斜角与斜率	3		[]	['初中三年级', '高中一年级']
2622	2622	[]	概率的基本性质	3		[]	['初中一年级', '高中二年级']
2623	2623	[]	指、对数不等式的解法	3		[]	['高中三年级']
2624	2624	[]	素数与合数	3		[]	['其他']
2625	2625	[]	图形对称变换的概念	3		[]	['其他']
2626	2626	[]	平移与共线	3		[]	['其他']
2627	2627	[]	同旁内角互补，两直线平行	3		[]	['其他']
2628	2628	[]	解一元一次不等式	3		[]	['初中一年级']
2629	2629	[]	垂径定理的应用	3		[]	['其他']
2630	2630	[]	简单的逻辑联结词	3		[]	['高中三年级']
2631	2631	[]	平面直角坐标系与曲线方程	3		[]	['初中二年级']
2632	2632	[]	锐角三角函数的定义	3		[]	['初中三年级']
2633	2633	[]	椭圆的简单性质	3		[]	['初中一年级', '高中三年级']
2635	2635	[1842]	相似三角形对应角相等	3		[]	['初中二年级']
2636	2636	[]	计算器-角的换算	3		[]	['其他']
2637	2637	[]	勾股定理的证明	3		[]	['其他']
2639	2639	[]	同角（等角）的补角相等	3		[]	['初中一年级']
2641	2641	[]	等边三角形的性质	3		[]	['初中一年级']
2643	2643	[]	二次函数的三种形式	3		['二次函数表达式的三种形式']	['初中三年级']
2644	2644	[]	参数方程的概念	3		[]	['高中二年级']
2645	2645	[]	一元一次方程的解	3		[]	['其他']
2646	2646	[]	平行、垂直线系方程	3		[]	['初中三年级']
2647	2647	[]	线性方程组解的存在性，唯一性	3		[]	['其他']
2649	2649	[]	指数函数与对数函数的关系	3		[]	['高中一年级']
2650	2650	[]	积的乘方	3		[]	['初中一年级']
2651	2651	[]	生活中的旋转现象	3		[]	['其他']
2653	2653	[]	钟面角	3		[]	['其他']
2654	2654	[]	实数范围内分解因式	3		[]	['其他']
2655	2655	[]	图形的相似	3	如果两个图形f_1与f_2的点一一对应，它们的对应线段a_1b_1和a_2b_2之比是一个正的常数，即a_1b_1a_2b_2=k(k为正常数)，那么称这两个图形为相似图形。k称为相似系数或相似比。	['相似图形']	['其他']
2656	2656	[]	双曲线的参数方程	3		[]	['其他']
2657	2657	[]	函数y=Asin（ωx+φ）的图像变换	3		[]	['高中三年级']
2658	2658	[]	在实际问题中建立三角函数模型	3		[]	['初中三年级']
2659	2659	[]	二次函数图象上点的坐标特征	3		[]	['其他']
2660	2660	[]	解直角三角形的应用	3		[]	['初中一年级']
2661	2661	[]	分式的定义	3		[]	['其他']
2662	2662	[128]	分段函数	3		[]	['其他']
2663	2663	[]	随机思想的发展	3		[]	['其他']
2664	2664	[]	平方差公式的几何背景	3		[]	['其他']
2665	2665	[]	剪纸问题	3		[]	['其他']
2667	2667	[]	素数及其判别	3		[]	['其他']
2668	2668	[]	圆柱的计算	3		[]	['其他']
2671	2671	[]	函数的单调性及单调区间	3		[]	['初中二年级', '高中一年级']
2672	2672	[]	负整数指数幂	3		[]	['其他']
2673	2673	[]	两次试验分数法的试验设计	3		[]	['高中三年级']
2675	2675	[]	平行四边形的判定	3		[]	['其他']
2676	2676	[]	变量之间的关系	3		[]	['其他']
2677	2677	[]	极差、方差与标准差	3		[]	['初中三年级']
2678	2678	[]	平面向量的加法	3		[]	['其他']
2679	2679	[]	两角分别相等的两个三角形相似	3		[]	['初中一年级']
2680	2680	[]	二次函数的图象与性质	3		[]	['其他']
2682	2682	[]	同底数幂的除法	3		[]	['其他']
2683	2683	[]	在数轴上表示不等式的解集	3		[]	['其他']
2684	2684	[]	费马小定理和欧拉定理	3		[]	['知识点有误', '高中二年级']
2685	2685	[]	离散型随机变量及其分布列	3		[]	['高中二年级']
2686	2686	[]	直线与平面所成的角	3		[]	['初中一年级', '高中一年级']
2687	2687	[]	平移的性质	3		[]	['其他']
2688	2688	[]	平面向量夹角	3		[]	['高中一年级']
2690	2690	[]	不等式与不等式组	3		[]	['其他']
2691	2691	[]	幂函数的概念、解析式、定义域、值域	3		[]	['初中一年级']
2692	2692	[]	一元二次方程的根与系数的关系	3		['一元二次方程的根的分布与系数的关系']	['初中三年级']
2693	2693	[]	渐开线的生成过程及其参数方程	3		[]	['高中二年级']
2694	2694	[477]	用样本的数字特征估计总体的数字特征	3		[]	['初中二年级', '高中一年级']
2695	2695	[]	因式分解的意义	3		[]	['其他']
2696	2696	[]	空间向量的基本定理及其意义	3		[]	['高中二年级']
2697	2697	[596]	多项式与多项式相乘	3		[]	['初中二年级']
2698	2698	[]	求最小生成树的算法	3		[]	['知识点有误', '知识点有误']
2699	2699	[]	布尔代数与有理数系中的运算的异同	3		[]	['其他']
2700	2700	[]	一元一次不等式的整数解	3		[]	['初中一年级']
2701	2701	[]	一次函数的定义	3		[]	['其他']
2702	2702	[]	HL定理	3		[]	['其他']
2704	2704	[]	平面与平面平行的判定	3		[]	['高中二年级']
2705	2705	[]	解一元一次不等式组	3		[]	['初中一年级']
2706	2706	[]	柱坐标系与球坐标系	3		[]	['高中一年级']
2707	2707	[]	因式分解-十字相乘法	3		['十字相乘法']	['初中二年级']
2708	2708	[]	向量的概念及向量的几何表示	3		[]	['高中一年级']
2709	2709	[]	构成空间几何体的基本元素	3		[]	['高中二年级']
2711	2711	[]	轴对称图形的定义	3		[]	['初中一年级']
2712	2712	[]	逆矩阵的简单性质（唯一性等）	3		[]	['其他']
2713	2713	[31]	等比数列的前n项和	3		[]	['高中一年级']
2714	2714	[]	正态分布曲线的特点及曲线所表示的意义	3		[]	['高中三年级']
2715	2715	[]	球面的正弦定理	3		[]	['其他']
2716	2716	[]	纵横对折法和从好点出发法	3		[]	['高中三年级']
2717	2717	[]	向量语言表述面面的垂直、平行关系	3		[]	['高中二年级']
2718	2718	[]	球面上的一些基本图形	3		[]	['高中二年级']
2720	2720	[]	且命题	3		[]	['其他']
2723	2723	[]	相似多边形的性质	3		[]	['其他']
2724	2724	[1889]	等腰三角形的性质	3		[]	['其他']
2725	2725	[]	菱形的判定与性质	3		[]	['其他']
2726	2726	[]	统筹问题的思想及其应用的广泛性	3		[]	['初中三年级']
2727	2727	[]	双曲线的标准方程	3		[]	['初中二年级', '高中二年级']
2728	2728	[]	换底公式的应用	3		[]	['高中一年级']
2729	2729	[]	赋值语句	3	把数值赋于变量的语句。在高级语言中都有应用。如basic语言中，其定义符是let。如lets=s+2，意为将右边表达式计算出的结果，赋给左边的变量s。其中“=”是赋值号，不能理解为“等于”。	[]	['其他']
2731	2731	[]	结论开放型问题	3		[]	['其他']
2732	2732	[]	选择结构	3		[]	['其他']
2733	2733	[]	n次独立重复试验中恰好发生k次的概率	3		[]	['初中三年级', '知识点有误']
2734	2734	[]	函数的图象	3		[]	['其他']
2735	2735	[1377]	三角函数的和差化积公式	3		[]	['其他']
2736	2736	[]	图形的剪拼	3		[]	['其他']
2737	2737	[]	四点共圆	3		[]	['初中三年级']
2738	2738	[]	相交两圆的性质	3		[]	['其他']
2739	2739	[]	作图-平移变换	3		['作图——平移变换']	['其他']
2740	2740	[]	频数分布直方图	3		[]	['初中一年级']
2741	2741	[]	同角（等角）的余角相等	3		[]	['其他']
2742	2742	[]	同底数幂的乘法	3		[]	['其他']
2744	2744	[310, 516]	球的体积和表面积	3		[]	['初中一年级', '高中一年级']
2745	2745	[]	二次根式的性质	3		[]	['初中二年级']
2746	2746	[85]	有理数的乘法	3		[]	['初中一年级']
2749	2749	[]	命题与证明	3		[]	['其他']
2750	2750	[]	函数关系式	3		[]	['其他']
2751	2751	[]	两向量的和或差的模的最值	3		[]	['高中一年级']
2752	2752	[]	通解、特解与其相应齐次方程组通解的关系	3		[]	['其他']
2754	2754	[]	线性回归方程	3		['直线回归方程']	['高中一年级']
2755	2755	[]	一次函数图象与系数的关系	3		[]	['其他']
2757	2757	[]	平行线的判定	3		[]	['其他']
2758	2758	[]	抛物线与x轴的交点	3		[]	['其他']
2759	2759	[]	抛物线的应用	3		[]	['初中三年级']
2760	2760	[]	函数定义及其表示方法	3		[]	['其他']
2761	2761	[]	二元二次方程表示圆的条件	3		[]	['初中三年级']
2762	2762	[]	等积变换法	3		[]	['其他']
2764	2764	[]	用样本估计总体	3		[]	['初中三年级']
2766	2766	[169]	平面与圆锥面的截线	3		[]	['初中三年级', '高中二年级']
2767	2767	[]	三角形的稳定性	3		[]	['其他']
2768	2768	[]	柱、球坐标系与空间直角坐标系的区别	3		[]	['高中一年级']
2769	2769	[]	锐角三角函数的增减性	3		[]	['其他']
2770	2770	[]	多项式的定义	3		[]	['其他']
2771	2771	[]	直线、射线、线段	3		[]	['其他']
2773	2773	[]	事件与基本事件空间	3		[]	['知识点有误', '高中一年级']
2774	2774	[]	逆矩阵的意义	3		[]	['高中二年级']
2775	2775	[]	二元一次方程组的解	3		[]	['其他']
2776	2776	[]	实际问题中的函数关系所表示的函数图象	3		[]	['其他']
2777	2777	[]	余弦函数的图像和性质	3		[]	['高中二年级']
2778	2778	[]	对数函数的图像与性质	3		[]	['高中二年级']
2779	2779	[]	根据实际问题列二次函数关系式	3		[]	['其他']
2780	2780	[]	近代数学两巨星--欧拉与高斯	3		[]	['初中一年级', '高中二年级']
2781	2781	[173, 1609, 618]	中点坐标公式	3		[]	['初中二年级']
2783	2783	[]	相交线与平行线	3		[]	['其他']
2784	2784	[2580]	平面直角坐标轴中的伸缩变换	3		[]	['其他']
2785	2785	[]	坐标与图形变化-旋转	3		[]	['其他']
2787	2787	[53, 245]	命题和命题的真值	3		[]	['高中二年级']
2789	2789	[]	空间向量的正交分解及其坐标表示	3		[]	['高中二年级']
2790	2790	[]	计算器-数的开方	3		['计算器--数的开方']	['其他']
2791	2791	[]	方案设计型	3		[]	['其他']
2792	2792	[]	函数的奇偶性	3		[]	['其他']
2793	2793	[]	函数的定义域及其求法	3		[]	['初中二年级', '高中一年级']
2794	2794	[]	向量的投影	3		[]	['高中一年级']
2795	2795	[]	规律型：图形的变化类	3		[]	['其他']
2796	2796	[]	贝努利不等式	3		[]	['初中一年级', '高中三年级']
2797	2797	[]	二次函数的图象	3		[]	['其他']
2798	2798	[]	几种特殊的矩阵变换	3		[]	['高中三年级']
2799	2799	[]	图象法求一元二次方程的近似解	3		['图象法求一元二次方程的近似根']	['其他']
2800	2800	[]	一次函数的图象	3		[]	['其他']
2801	2801	[]	关于x轴、y轴对称的点的坐标	3		[]	['其他']
2802	2802	[]	同余的概念及一次同余方程	3		[]	['高中二年级']
2803	2803	[]	判断（数列）的变化趋势	3		[]	['其他']
2804	2804	[]	旋转对称图形	3		[]	['其他']
2805	2805	[]	作图-复杂作图	3		['作图—复杂作图']	['其他']
2806	2806	[]	解一元二次方程	1		[]	['其他']
2807	2807	[]	进位制	3		[]	['其他']
2808	2808	[]	简单复合函数的导数	3		[]	['高中一年级']
2810	2810	[]	利用导数判断函数的单调性	3		[]	['高中一年级']
2811	2811	[]	坐标与图形变化-对称	3		[]	['其他']
2813	2813	[]	排序不等式	3		[]	['其他']
2814	2814	[]	欧拉函数与欧拉定理	3		[]	['其他']
2815	2815	[13, 362]	几何体的三视图	3		[]	['其他']
2816	2816	[]	常用导数公式表	3		[]	['高中一年级']
2817	2817	[]	二次函数的性质	3		[]	['其他']
2818	2818	[1114, 1142, 349, 2004, 1955]	逆矩阵与二元一次方程组	3		[]	['其他']
2820	2820	[]	实数与数轴	3		[]	['其他']
2821	2821	[]	图形的平移	3		[]	['其他']
2822	2822	[]	平面图形的切拼	3		[]	['初中一年级']
2823	2823	[]	二次根式的混合运算	3		['二次根式混合运算']	['其他']
2824	2824	[]	统筹方法在实际中的应用	3		[]	['初中三年级']
2825	2825	[]	频率分布表	3		[]	['初中三年级']
2826	2826	[]	面积计算	3		[]	['初中二年级']
2828	2828	[]	两个变量的线性相关	3		[]	['初中三年级', '高中二年级']
2829	2829	[85, 408]	复合变换与二阶矩阵的乘法	3		[]	['其他']
2830	2830	[]	圆心角、弧、弦的关系	3		[]	['其他']
2831	2831	[]	解直角三角形的应用-方位角问题	3		[]	['其他']
2832	2832	[]	平行四边形的判定与性质	3		[]	['其他']
2833	2833	[1114]	方程组解的个数与两直线的位置关系	3		[]	['初中二年级']
2834	2834	[]	有理数的加减混合运算	3		[]	['其他']
2835	2835	[372, 496, 2999]	平面向量的共线（平行）的坐标表示	3		[]	['高中一年级']
2836	2836	[]	相似三角形对应边成比例	3		[]	['初中二年级', '高中一年级']
2837	2837	[]	数据分析	3		[]	['其他']
2838	2838	[]	对称图形	3		[]	['其他']
2839	2839	[]	根据实际问题列一次函数关系式	3		[]	['其他']
2840	2840	[]	双曲线的应用	3		[]	['高中二年级']
2842	2842	[]	等腰梯形的性质	3		[]	['其他']
2843	2843	[]	频率的定义	3		[]	['其他']
2844	2844	[6, 48]	椭圆的参数方程	3		[]	['高中三年级']
2845	2845	[]	分式的约分	3		[]	['初中一年级']
2846	2846	[]	逆向思维法	3		[]	['其他']
2847	2847	[]	反比例函数与一次函数的交点问题	3		[]	['其他']
2848	2848	[]	斜二测法画水平放置的平面图形	3		[]	['其他']
2849	2849	[]	镜面对称	3		[]	['其他']
2851	2851	[]	数学问题的方案设计	3		[]	['其他']
2852	2852	[]	函数自变量的取值范围	3		[]	['其他']
2853	2853	[]	三角形的外角性质	3		[]	['其他']
2854	2854	[]	多元一次不定方程	3		[]	['高中三年级']
2855	2855	[]	大数分解和公开密钥	3		[]	['其他']
2856	2856	[]	角的度量	3		[]	['其他']
2857	2857	[]	矩阵与矩阵的乘法	3		[]	['知识点有误']
2858	2858	[1021, 128]	函数图象上点的坐标与函数关系式的关系	3		[]	['初中二年级']
2859	2859	[1765]	勾股定理的逆定理	3		[]	['初中二年级']
2860	2860	[]	全称量词与存在量词	3		[]	['高中二年级']
2861	2861	[]	排列及排列数公式	3		[]	['其他']
2862	2862	[]	概率的定义	3		[]	['其他']
2863	2863	[]	三次试验分数法的试验设计	3		[]	['高中三年级']
2864	2864	[]	三角函数的最值	3		[]	['其他']
2866	2866	[]	解一元一次方程	2		[]	['初中一年级']
2867	2867	[]	三点共线	3		[]	['初中一年级']
2868	2868	[]	正交试验设计方法	3		[]	['其他']
2869	2869	[]	单峰函数	3		[]	['高中二年级']
2870	2870	[]	计算器-平均数	3		['计算器——平均数']	['其他']
2871	2871	[]	设比例系数法	3		[]	['其他']
2872	2872	[]	去括号与添括号	3		[]	['其他']
2873	2873	[]	图表信息型	3		[]	['其他']
